790,8.34433E+17,295448855,"pt.1 so there was a recall on baby oragel. of course that would happen when my poor baby is teething..anyway,so i asked the pharmacist @ HEB",2/22/2017 16:00,1,baby oragel,baby orajel,0,1,2,1=spelling error,
172,8.85401E+17,940642171,@coolpupmom How about the nuvaring? Idk if there's anything scary about it but it's less scary than the iud and nexplannon,7/13/2017 7:29,1,nuvaring; iud; nexplannon,nuvaring; iud; nexplanon,0,2,10,"2= not identified, preceded by ""the""",20
13,7.32648E+17,2879082706,where the midol plug at,5/17/2016 19:03,1,midol,midol,0,2,1,,
264,8.71488E+17,2663382590,Vlog 402 Can You Get Pregnant on the NuvaRing? #BirthControl #FamilyVlogs https://t.co/ZvgRiRypuV,6/4/2017 22:04,1,nuvaring,NuvaRing,0,2,1,,
386,6.24938E+17,19388453,"The last of first four molars appears to be pushing through. Today is difficult to say the least. Please pass the Calpol, gin and chocolate",7/25/2015 13:44,1,calpol,calpol,0,2,1,,
496,6.99977E+17,2687830116,I should've got the nexplanon 🙄,2/17/2016 15:23,1,nexplanon,nexplanon,0,2,1,,
627,2.45721E+17,637251634,This suuuuucks... keep the arnica cream &amp; frozen peas a'flowin http://t.co/m4yYJfKQ,9/12/2012 3:11,1,arnica,arnica,0,2,1,,
828,8.4656E+17,972419640,"The school had very clear instructions: If this girl eats anything containing peanuts, give her the EpiPen... https://t.co/4G3zp25pnM",3/28/2017 3:11,1,epipen,epipen,0,2,1,,
199,8.08393E+17,2667742296,On another high note I finished my clomid yesterday! 😏👶,12/12/2016 19:26,1,clomid,clomid,0,3,1,"3= not identified, preceded by ""my""",
388,8.5517E+17,69070237,This me when I accidentally doubled my maca and was ovulating https://t.co/245gNM9kSc,4/20/2017 21:21,1,maca,maca,0,3,1,,
295,7.37848E+17,568442328,I lost my Advil... So.. There's that..,6/1/2016 3:28,1,advil,advil,0,3,1,,
782,5.92206E+17,455471496,"@Probinsky not working. Drank medicine, water, even put vicks on 😂😩😭",4/26/2015 5:56,1,vicks,vicks vaporub,0,4,,4= cannot recognise alternate forms of drug,
510,7.88919E+17,3225729434,I hate Vicks. It feels so freaking weird.,10/20/2016 1:44,1,vicks,vicks vaporub,0,4,,,
158,6.43924E+17,78116263,Just watch me pop a xan with lean,9/15/2015 23:06,1,xan,xanax,0,4,,,
619,7.81354E+17,775869277,@holygrailhes just pop some ibuprofen and we're good.,9/29/2016 4:46,1,ibuprofen,ibuprofen,0,5,1,"5= cannot recognise, preceded by ""some""",
498,7.53257E+17,348734682,@NikkiMcLayton Zzzquil. It's my new favorite thing.,7/13/2016 15:56,1,zzzquil,zzzquil,0,6,,6= cannot recognize repeating letters ,
355,5.83694E+17,537639654,Some people say I'm crazy and I might need to take some ridalin,4/2/2015 18:13,1,ridalin,ritalin,0,1,,,
11,2.86046E+17,37063354,Keep hearing the sound of the crash every time I close my eyes #nosleep #help #zzzquil?,1/1/2013 9:47,1,zzzquil,zzzquil,0,6,,,
820,8.74719E+17,27560980,@OUfergie There simply isn't enough xanax.,6/13/2017 20:02,1,xanax,xanax,0,7,1,"7= cannot recognize, preceded by ""enough""",
322,7.34038E+17,311046860,@indiakayy girl I'm about to get me a cortisone shot,5/21/2016 15:07,1,cortisone shot,cortisone shot,0,8,,8= cannot recognize if drug is more than 1 w,
476,8.15952E+17,578027512,@BriannaShrum (I also slather myself in our arnica salve because it's a muscle relief and it's incredible. Haha),1/2/2017 16:06,1,arnica salve,arnica salve,0,8,,,
220,5.29656E+17,2562324517,About to get two cortisone shots in my left hand. #NoPainNoGain #triggerfingersucks,11/4/2014 15:25,1,cortisone shots,cortisone shots,0,8,,,
923,6.1967E+17,1146482054,RT @RowdyLifeYP: XANAX IS NOT WASSUP... Yall need to slow down with that shit,7/11/2015 0:50,1,xanax,xanax,0,9,,9= Drug preceded by :,
8,6.7439E+17,17327023,"RT @blogger4fun2011: Tylenol #HowWeFamily #IC #ad It's not about who you love, but how.How We Family Video https://t.co/20v61y9tFZ",12/9/2015 0:46,1,tylenol,tylenol,0,9,,,
437,7.65265E+17,238341316,"Day 1: takes Eli a bath, drenches her hair in Vicks.Day 2: takes Eli a bath drenches, her hair in hydrocortisone. 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃",8/15/2016 19:12,1,vicks; hydrocortisone,vicks vaporub; hydrocortisone,0,10,,10= cannot recognize if 2 or more drugs,
379,8.9491E+17,913721358,When and how much arnica and bromelain should I use before a facelift with fat grafting? = ask your... https://t.co/lMN5EeGYqW,8/8/2017 13:16,1,arnica; bromelain,arnica; bromelain,0,10,,,
550,7.01769E+17,305022602,"RT @picardonhealth: #Fentanyl fatalities surge to new heights, by @kahowlett @AndreaWoo https://t.co/2fNP43TXLi @Globe_Health #naloxone #op…",2/22/2016 14:03,1,fentanyl; naloxone,fentanyl; naloxone,0,10,,,
499,7.65969E+17,605153786,RT @jesch30: Maine had +270 drug overdoses in 2015. Vast majority caused by opiates. #Naloxone can help: https://t.co/IKdJsH2dgY @DrLeanaWe…,8/17/2016 17:48,1,opiates; naloxone,opiates; naloxone,0,10,,,
951,8.24704E+17,277466861,RT @Emma4facs: Every MP will have constituents affected by FACS #epilepsy #mentalhealth#valproate#lamotrigine #carbamazipine#phenytoin…,1/26/2017 19:44,1,valproate; lamotrigine; carbamazipine; phenytoin,valproate; lamotrigine; carbamazepine; phenytoin,0,10,,,
501,7.95393E+17,2613407936,"@synthpopisback I mean, it's mostly steroids. The most interesting thing I got is some sudafed.",11/6/2016 22:30,1,steroids; sudafed,steroids; sudafed,0,10,,,
261,7.68339E+17,14589257,"RT @doctorow: Mylan CEO raises price of EpiPens over 400% in 9 years, is rewarded with 671% raisehttps://t.co/A8ArjqkKLb https://t.co/Xjcg…",8/24/2016 6:46,1,epipens,epipen,0,11,1,"11= cannot recognize if ""of""",
349,9.08845E+17,540426669,"Things i can't wait for: to not rely on Tums so much, wear my wedding ring again, and to get back in shape!!",9/16/2017 0:08,1,tums,tums,0,12,1,"12= cannot recognize if ""on""",
383,5.52163E+17,18088769,Bad news: they put me on insulin today. Good news: its only if I have high readings after meals.,1/5/2015 18:01,1,insulin,insulin,0,12,,,
956,7.14736E+17,167497539,"I can't feel my face, I'm on Adderall, nauseous. 🎶",3/29/2016 8:49,1,adderall,adderall,0,12,,,
436,7.91804E+17,2497216891,I STILL gag every time I try to swallow any pill because of my horrible experience with Flagyl. It's been over a year. #woof,10/28/2016 0:50,1,flagyl,flagyl,0,13,1,"13= drug preceded by ""with""",
681,4.67175E+17,52631359,"We knew that though 😴😴 RT @CNN: FDA halves recommended Lunesta dose, warns effects can persist into next day. http://t.co/BFcS86t0EH",5/16/2014 5:27,1,lunesta,lunesta,0,14,,"14= drug preceded with ""recommneded""",
141,3.73972E+17,341977826,"Why hasn't some bright spark invented a Panadol, post mix coke and hot chip vending machine especially for Sundays???",9/1/2013 0:53,1,panadol,panadol,0,15,1,"15= drug preceded with ""a""",
816,7.93585E+17,7.09185E+17,Allergies are kicking my ass today. Going home and putting myself into a Benadryl coma before I float away in a river of snot 😫😷,11/1/2016 22:47,1,benadryl,benadryl,0,15,,,
939,8.46693E+17,2530468812,Bryce's first full day at school. Shit I need a Valium,3/28/2017 11:57,1,valium,valium,0,15,,,
149,6.38324E+17,246152954,"""they itch, they burn but it's not a big deal.. because you have monistat"" 😒😑 whaaatt these commercials boah",8/31/2015 12:16,1,monistat,monistat,0,16,1,"16= drug preceded by ""some""",
599,6.48527E+17,46946440,I'm about to just take a whole bottle of excedrin so maybe this headache will go away.,9/28/2015 15:58,1,excedrine,excedrin,0,17,1,17= drug preceded by of,
45,6.22954E+17,303348711,I just did a dose of percocets w some strippers 😈 http://t.co/Cj5rK0J6YM,7/20/2015 2:19,1,percocets,percocet,0,17,,,
559,7.75788E+17,3001253601,RT @lisamjarvis: Friend's bill today for 4 boxes of EpiPens for 2 sons (1 each for school &amp; 1 each for home)=$2200. She cried at Rite Aid.,9/13/2016 20:09,1,epipens,epipen,0,17,,,
565,9.07159E+17,3369364011,[ https://t.co/87Sc8uEDnH ] 5 Ways to Stay Safe When Using an EpiPen https… https://t.co/Jsxse4BgEo | https://t.co/zN6aUEIlHQ,9/11/2017 8:29,1,epipen ,epipen,0,18,,,
439,8.53802E+17,625175478,"already pretty tired, i think it's gonna be an early night for me for oncebut just to be sure i'm taking an ambien so i can actually sleep",4/17/2017 2:49,1,ambien,ambien,0,18,1,"18= drug preceded by ""an""",
