419,7.53E+17,231104880,That Dragonfly Stuff all natural arnica productshttps://t.co/7ndvXrsAM2#naturalpainrelief #arthritis... https://t.co/QnrJ42kyiZ,7/13/2016 14:35,1,that dragonfly stuff; arnica,that dragonfly stuff; arnica,0,,,1,15,,
844,3.46E+17,22808619,RT @LifeandStrength: My Way by @UberBeastMode: Creatine Ethyl Ester Vs Creatine Monohydrate http://t.co/1vhV9sbJ0S #creatine #strength #mus…,6/14/2013 18:06,1,Creatine ethyl ester; creatine monohydrate; creatine,Creatine ethyl ester; creatine monohydrate; creatine,0,,,1,,error 1= cannot identify 2 or more drugs in a string,
21,8.83E+17,4095072912,"@JaiSkyWalker @epitomeofkool_ @thatgirljaycole The tea is like a diuretic, and a laxative. it's meant to go to the bathroom a lot so that's why they think they losing weight lmao",7/7/2017 0:11,1,diuretic; laxative,diuretic; laxative,0,,,1,,error 2= cannot identify drug if + symbol infront,
397,7.45E+17,414073002,The #Mumii #BBTG16 awards is now open! Please vote for DLuxInfant #vitaminD oral spray here https://t.co/Wd3arjVtR9 https://t.co/PONz7rfMpM,6/19/2016 13:50,1,dluxinfant; vitamind oral spray,DluxInfant; vitamin D oral spray,0,,,1,,error 3= group of drugs not recognized,
709,9.01E+17,1879831,"If Rogaine and Nioxin fail, try Harklinikken. But first, you'll have to pass a rigorous selection process. https://t.co/nMg4aw94Se",8/24/2017 11:05,1,rogaine; nioxin; harklinikken,rogaine; nioxin; harklinikken,0,,,1,,,
417,6.12E+17,708012571,I just got prometh with codeine prescribed to me ;) forget a plug I AM THE PLUG LOLLL,6/19/2015 15:36,1,prometh with codeine,promethazine with codeine,0,,,1,,error 4:- shortened/colloquial names of drugs not recognized,
457,6.90E+17,342799492,My fucking aunt tried to stop my grandfathers morphine and put him on clove oil for his end of life cancer pain 🔪🔪🔪,1/20/2016 19:40,1,morphine; clove oil,morphine; clove oil,0,,,1,,error 5: cannot recognize hyphen -,
375,8.79E+17,3102381347,@PearlPillay When I get the rashes I take an antihistamine and put cold aloe gel on it. I also have  corticosteroids but that's only if its really bad,6/25/2017 8:40,1,antihistamine; corticosteroid,antihistamine; corticosteroid,0,,,1,,error 6: unclear why false negative,
957,9.03E+17,319215383,"3-methyl-fentanyl, is 3,000 times as potent as morphine so the possibility of an overdose is enormous",8/29/2017 21:16,1,3-methyl-fentanyl; morphine,3-methyl-fentanyl; morphine,0,,,1,,error 7:  error with plural forms,
501,7.95E+17,2613407936,"@synthpopisback I mean, it's mostly steroids. The most interesting thing I got is some sudafed.",11/6/2016 22:30,1,steroids; sudafed,steroids; sudafed,0,,,1,,,
431,8.63E+17,25726490,No narcotics work except Methadone for my severe neck pain - I agree methadone is the best med for pain...I was... https://t.co/MihjIdk7xj,5/13/2017 0:18,1,narcotics; methadone; methadone,narcotics; methadone; methadone,0,,,1,,error 8: normalized drug is capitalized,
576,8.10E+17,898306568,RT @motherboard: More research indicates the anesthetic and party drug ketamine is useful as an antidepressant https://t.co/whATK3jbwa http…,12/16/2016 9:26,1,ketamine; antidepressant,ketamine; antidepressant,0,,,1,,,
78,5.31E+17,404470960,Consider Bromelain &amp; Arnica Montana before &amp; after your procedure to reduce bruising &amp; swelling. #implantfacts http://t.co/xlJMu8yN3D,11/7/2014 2:18,1,bromelain; arnica montana,bromelain; arnica montana,0,,,1,,,
122,8.42E+17,49751269,I have an awfully painful cavity but am nervous about novocaine. Has anyone ever had a filling while pregnant?,3/15/2017 1:34,1,novocaine,Novocain,0,,,1,,,
49,9.00E+17,16561927,Waiting for this antibiotic and painkiller to kick in. ⌚,8/23/2017 19:38,1,antibiotic; painkiller,antibiotic; painkiller,0,,,1,,,
416,7.40E+17,2328264325,Menudo + Mt. Dew + Excedrin = what hangover??,6/5/2016 21:05,1,excedrin,excedrin,0,,,2,,,
731,7.96E+17,2508529767,But possible UTI so she prescribed me antibiotics forgot to give them my insurance card payed $50 👀so gonna go back to try get money off smh,11/8/2016 16:14,1,antibiotics,antibiotics,0,,,3,,,
93,9.05E+17,526425773,"@KennedyLucy Fizzy Vitamin C and zinc (in the same tablet, like). Take LOADS! 3 or 4 in one go.  Repeat every 5 hours. Good luck 😘😘😘😘",9/4/2017 14:16,1,fizzy vitamin c and zinc,Fizzy vitamin C and zinc,0,,,1,,error 9= spelling error,
913,8.70E+17,1186181118,"E.R. Doctor gave me eye drops he knew he wasn't supposed to for pain relieve in my eye, now my ... https://t.co/KlzeE8Obr1",5/30/2017 15:30,1,eye drops,eye drops,0,,,3,,error 10= cannot identify if other words follow drug,
768,8.93E+17,1413180914,CME for Psychiatrists About Benzodiazepines https://t.co/ZB9LRddaAq,8/3/2017 1:38,1,benzodiazepines,benzodiazepines,0,,,3,,,
126,6.90E+17,93272942,I hear the depo shot blows ppl up 😩 def not getting that,1/22/2016 4:52,1,depo shot,depo shot,0,,,4,,,
218,8.82E+17,2220419471,RT @mama_lune: My man off a xan cause he sleeping on you bitches 🖤 https://t.co/6fwWCL0SLa,7/2/2017 23:15,1,xan,xanax,0,,,4,,12,
889,4.85E+17,32778223,"""@TheSpanishVines: Vicks fixes everything!  https://t.co/RttaJkD9GS"" @RC_Vega5 LMAO!!!",7/4/2014 7:56,1,vicks,vicks vaporub,0,,,4,,,
647,8.82E+17,2838397178,My son in his room coughing I'm finna go rub Vicks all over him,7/4/2017 9:48,1,vicks,vicks vaporub,0,,,4,,,
912,8.19E+17,7.62E+17,A truck loaded with Vicks VapoRub overturns on the motorway... Police confirms there will be no congestion for eight hours.,1/10/2017 7:02,1,vicks vaporub,vicks vaporub,0,,,4,,,
474,7.16E+17,463849986,The only plus about being sick is that I get to smell Vicks,3/31/2016 13:53,1,vicks,vicks vaporub,0,,,4,,,
746,8.91E+17,145255385,RT @Hookzilla: If he popped a Xan you wouldn't care https://t.co/YPBw7ajTwe,7/28/2017 21:15,1,xan,xanax,0,,,4,,,
616,3.05E+17,255138755,Vicks and socks. Praying this works because I'm so done with being sick 😩,2/22/2013 3:43,1,vicks,vicks,0,,,4,,,
195,9.03E+17,64482417,The calpol plugin is making our room smell like a spa! If it helps Gracie breathe better at night then I doubly like it 👏🏻👏🏻👏🏻👏🏻,8/29/2017 20:37,1,calpol,calpol,0,,,4,,,
89,7.35E+17,127934552,"Pop a xan to chill I can deal with, but mfs be taking hella bars &amp; do the dumbest shit &amp; then next day brag abt how they don't remember shit",5/25/2016 0:42,1,xan,xanax,0,,,4,,,
203,6.10E+17,43319004,Im not addicted to paracetamol btw,6/14/2015 13:50,1,paracetamol,paracetamol,0,,,4,,,
569,7.41E+17,889998474,"RT @cheechgonzalez: I need a drink, a blunt, a xan, and a cancer stick asap 💀",6/9/2016 7:00,1,xan,xanax,0,,,4,,,
100,8.84E+17,3386595059,"||why are cold medicine liqui-gels so huge, they were so difficult to swallow ; n ;",7/8/2017 5:49,1,cold medicine liqui-gels,cold medicine liqui-gels,0,,,5,,,
237,7.30E+17,15064971,@songsaladcast relevant any time robitussin comes up: https://t.co/FdVmL9bMBF,5/9/2016 14:18,1,robitussin,robitussin,0,,,6,,29,preceded by time
369,8.99E+17,2174621851,Patiently Waiting On This NyQuil To Kick In !,8/21/2017 4:05,1,nyquil,nyquil,0,,,6,,,preceded by this
388,8.55E+17,69070237,This me when I accidentally doubled my maca and was ovulating https://t.co/245gNM9kSc,4/20/2017 21:21,1,maca,maca,0,,,6,,,preceded by my
304,5.35E+17,40029897,"Want to know what was in this amazing syrup? Well, one grain (65 mg) of morphine per fluid ounce, ca http://t.co/XnNCJyDNXI",11/18/2014 22:12,1,morphine,morphine,0,,,6,,,preceded by of
799,4.13E+17,425351237,Study: Ban on codeine use in children inspires Acupuncture for pain relief in children post-tonsillectomy.    http://t.co/OzLFwpdW2N,12/17/2013 17:04,1,codeine,codeine,0,,,6,,,preceded by on
762,7.76E+17,2960334591,Took 3 NyQuil but I'm dancing in my room like I ain't gotta be up at 6 tomorrow for work,9/15/2016 2:56,1,nyquil,nyquil,0,,,6,,,preceded by a number
167,5.86E+17,3091584322,sildenafil how long does it take to work http://t.co/eobdJVc3LV,4/8/2015 7:39,1,sildenafil,sildenafil,0,,,6,,,drug is first character
27,8.84E+17,358569949,Thank God I have tums 😭,7/8/2017 10:16,1,tums,tums,0,,,6,,,
961,5.98E+17,529321436,http://t.co/1Aus0wvJGF #snoring #Tafel #Arnica The most economical purchase in this size and strength I could fin… http://t.co/FH0T0EwoNK,5/13/2015 0:15,1,arnica,arnica,0,,,6,,,
103,6.16E+17,259694278,RT @BrownBagPantry: Sore strained muscles benefit from #homeopathic Arnica Even kids know  super heroes use it too! #homeopathyhour http://…,7/1/2015 0:18,1,arnica,arnica,0,,,6,,,
523,3.55E+17,973001676,"""Just took off shirt that was damp with drool, babyfood &amp; tinkle, now rubbing lanolin on cracked nipples."" -me sexting",7/11/2013 0:30,1,lanolin,lanolin,0,,,6,,,
702,9.03E+17,2324138280,@Harrysbambina i love being the queen of adderall fkndbdjdj,8/31/2017 13:51,1,adderall,adderall,0,,,6,,,
117,7.76E+17,312665449,Advair Safety on Par With Monotherapy for Kids With Asthma (CME/CE) https://t.co/HEpOdemAbs #Parenting,9/14/2016 12:40,1,advair,advair,0,,,6,,,
868,2.16E+17,15766583,Yay. I finally got my adderall again!,6/21/2012 9:14,1,adderall,adderall,0,,,6,,,
146,9.00E+17,1413180914,Can Taking Adderall Cause Depression? https://t.co/t3L97XKSrz,8/22/2017 21:03,1,adderall,adderall,0,,,6,,,
189,6.43E+17,169339303,I don't know why my doctor prescribed me Hydrocodone. I don't know why I filled the prescription &amp; bought it.. I'm not taking that shit.,9/14/2015 12:51,1,hydrocodone,hydrocodone,0,,,6,,,
545,8.44E+17,481289854,@astrobiowitch Retinol is the only topical treatment clinically shown to reduce wrinkles &amp; build collagen,3/20/2017 18:29,1,retinol,retinol,0,,,6,,,
824,7.03E+17,422134765,Frat boy on cupcake wars: I made a weed-infused cupcake with sizzurp frosting and topped with adderall dust,2/26/2016 21:55,1,adderall,adderall,0,,,6,,,
753,8.57E+17,238890783,"Question: So girl in my class gave me some hydrocodone, is it good for getting high on or no ? https://t.co/6fsiwepiIk",4/24/2017 18:27,1,hydrocodone,hydrocodone,0,,,6,,,
612,4.07E+17,260901346,@kellsiehalstead well hopefully you get something!! They told me I could take dramamine and couple other things! Who is your doctor,11/30/2013 12:45,1,dramamine,dramamine,0,,,6,,,
932,3.36E+17,373715747,i really should have invested in melatonin the other day,5/18/2013 2:43,1,melatonin,melatonin,0,,,6,,,
148,3.85E+17,19556075,"Woman in boots: ""now be careful with Otrivine as it's a highly addictive decongestant....""2 years too late hen!",10/2/2013 16:59,1,otrivine,otrivine,0,,,6,,,
34,8.13E+17,15420902,is it chill to ask for adderall on nextdoor,12/24/2016 17:21,1,adderall,adderall,0,,,6,,,
531,7.91E+17,45204555,RT @jakobkostelec: the chainsmokers look like drake and josh on adderall https://t.co/Y4dvvi86kG,10/26/2016 2:18,1,adderall,adderall,0,,,6,,,
704,4.39E+17,15356898,"@MaggieLaMaack @foyobli Triclosan well on its way to being banned, just sayin'.",2/26/2014 17:45,1,triclosan,triclosan,0,,,6,,,
594,5.19E+17,2733858256,I need some adderall,10/7/2014 4:12,1,adderall,adderall,0,,,6,,,
657,8.84E+17,280053148,I feel the Adderall kicking in,7/10/2017 16:09,1,adderall,adderall,0,,,6,,,
513,9.01E+17,274214510,@internetmartha this never happened ever when i wasn't on citalopram so i think there's hope,8/26/2017 11:03,1,citalopram,citalopram,0,,,6,,,
190,5.95E+17,1322381929,Adderall feels like a minor molly to me.,5/4/2015 14:18,1,adderall,adderall,0,,,6,,,
502,8.74E+17,2155403492,I just took a dose of Percocets with some strippers,6/12/2017 22:44,1,percocets,percocet,0,,,7,,,9
564,8.49E+17,293689578,They tylenols wearing off too fast for me shit🤦🏽‍♀️,4/2/2017 14:55,1,tylenols,tylenol,0,,,7,,,
332,5.33E+17,16969561,These percocets got me like........ Omg,11/13/2014 16:06,1,percocets,percocet,0,,,7,,,
715,8.91E+17,236291813,Percocets &amp; mollies make you touch ya toes,7/29/2017 5:08,1,percocets,percocet,0,,,7,,,
